id,ProbToYes
1,0.5082379210808432
2,0.5082172991252845
3,0.5082172991252845
4,0.5082172991252845
5,0.5083529239432858
6,0.49932615400341107
7,0.50791754403039
8,0.5080191311065666
9,0.50796555862195
10,0.50796555862195
11,0.50796555862195
12,0.5079453914078641
13,0.5084168626650238
14,0.5078393556344275
15,0.5078228146527423
16,0.4990339914948365
17,0.5080863189364617
18,0.5076959996753279
19,0.507875503162929
20,0.5088581755541184
21,0.5080221485830273
22,0.5080221485830273
23,0.5084606682983341
24,0.508201562692404
25,0.5096022528658107
26,0.5079484088985402
27,0.509964000350157
28,0.5069906261437847
29,0.508955911085487
30,0.5086448329330094
31,0.5086150261917383
32,0.5086150261917383
33,0.5084504321912018
34,0.5083820933735125
35,0.5084489590447139
36,0.5080627494035405
37,0.50800714473104
38,0.5084992356701139
39,0.5134460709195321
40,0.5085771657480737
41,0.5079439577208158
42,0.5079439577208158
43,0.5075579159478469
44,0.5077374209659732
45,0.5083761625719774
46,0.5095622207621989
47,0.5085859006054514
48,0.5078103273333772
49,0.5080667587815668
50,0.5080667587815668
51,0.5080131864606203
52,0.5079930193078642
53,0.5079930193078642
54,0.508464489090704
55,0.5084088858903998
56,0.5081199716616691
57,0.5081199716616691
58,0.5089800716221337
59,0.507765446882934
60,0.5078583651723975
61,0.5076373215379159
62,0.5076373215379159
63,0.5085757838462004
64,0.5081550760564021
65,0.5077987067718431
66,0.507514147869798
67,0.5074628106353787
68,0.5082544098745664
69,0.5090638894326214
70,0.5074778451176106
71,0.5074778451176106
72,0.50742427084122
73,0.5084578080783508
74,0.5084376415157883
75,0.5083316091415951
76,0.5083316091415951
77,0.5083316091415951
78,0.5073935125106188
79,0.5073728894674183
80,0.5077736700781043
81,0.5082281379770699
82,0.5081519118579645
83,0.5081221041310144
84,0.5088329141184533
85,0.5083196145897538
86,0.5075971781552393
87,0.5073641828017593
88,0.5079842298199198
89,0.5079306572159842
90,0.508163644369868
91,0.5080672508734009
92,0.5087420752359355
93,0.5087420752359355
94,0.5086411684278237
95,0.5080120041699043
96,0.5080120041699043
97,0.5079821961737445
98,0.5133517559062345
99,0.5132226820604424
100,0.5080291714618166
101,0.5084666515681658
102,0.508085611577565
103,0.5082045128853466
104,0.5087700223419185
105,0.5087700223419185
106,0.5093484286321548
107,0.5082447769320814
108,0.5081166554895591
109,0.5090845840995935
110,0.5081188272949299
111,0.5081188272949299
112,0.5081188272949299
113,0.5081188272949299
114,0.5083316448865635
115,0.5082554192878154
116,0.5082256117630388
117,0.5084443395257149
118,0.508058247125058
119,0.5075278070767694
120,0.5081679983474751
121,0.5081679983474751
122,0.5081679983474751
123,0.5081514577135842
124,0.5079502228092885
125,0.5080033994544771
126,0.5091513143864637
127,0.507851506168563
128,0.5076931739579261
129,0.5075967776017379
130,0.5078178217903835
131,0.5085918458696178
132,0.5080210027032943
133,0.5074715137240238
134,0.508636815137265
135,0.5073860713868449
136,0.5081096783207268
137,0.5081547360074548
138,0.5081547360074548
139,0.5082563215243617
140,0.5082563215243617
141,0.5082027498644754
142,0.5084155662745672
143,0.5081063566133938
144,0.5083095337435296
145,0.5083095337435296
146,0.5081449363710793
147,0.5074829453406774
148,0.5082633301682402
149,0.5073856621197314
150,0.5091803016085514
151,0.5090075843130605
152,0.5081327649997979
153,0.5080919758782177
154,0.5081896213418832
155,0.5079085821162227
156,0.5087256875868619
157,0.5086196572971328
158,0.5086196572971328
159,0.5086196572971328
160,0.5095668069856844
161,0.5080906421841325
162,0.5080498529513061
163,0.5079942482327358
164,0.5070755152108813
165,0.5070080394877046
166,0.5069782296966825
167,0.5078048510879863
168,0.5076767260548936
169,0.5079358404411662
170,0.5079170553860017
171,0.5077908520125854
172,0.5077743109807806
173,0.5090097099318368
174,0.5082295639344333
175,0.5089792421415081
176,0.5085556158744707
177,0.5083226347445859
178,0.5085354494460197
179,0.5075014622155047
180,0.5084592248909544
181,0.508429417771726
182,0.5077948810726666
183,0.5081379065126038
184,0.5074839978725598
185,0.5074839978725598
186,0.5084437938945592
187,0.507409800617714
188,0.5073629492760027
189,0.5081047770508211
190,0.5089592031222452
191,0.5078628307973645
192,0.5078628307973645
193,0.5078092577824621
194,0.5078092577824621
195,0.5077890903696816
196,0.5077890903696816
197,0.5077684678213563
198,0.507712862116015
199,0.507712862116015
200,0.5076830535599111
201,0.5076830535599111
202,0.5076665124178316
203,0.5075184496571209
204,0.5174955162128964
205,0.5090258492657422
206,0.5090258492657422
207,0.5072073926504688
208,0.5072073926504688
209,0.5071538175258785
210,0.50826740488579
211,0.5078481460272061
212,0.5082074188431891
213,0.5168719610429746
214,0.5084111667529583
215,0.5084111667529583
216,0.5083575956444929
217,0.5083168071264853
218,0.5082313958632421
219,0.508936018835047
220,0.5082313958632421
221,0.508066797648076
222,0.508771428509948
223,0.5071695685602667
224,0.5071397590417932
225,0.5071397590417932
226,0.5071232173673492
227,0.506975149894326
228,0.5082389027858026
229,0.5088385881969196
230,0.5082077304951518
231,0.5091333739741535
232,0.5083227282271455
233,0.5083227282271455
234,0.5083061877619512
235,0.508690899633642
236,0.5090951852705964
237,0.5082634514629971
238,0.5074628988266522
239,0.5082098798282755
240,0.5081897129326765
241,0.5080836788207085
242,0.508316663657007
243,0.5083001231851411
244,0.5084885988661542
245,0.5086352383470095
246,0.508581668054687
247,0.508581668054687
248,0.5085615016622185
249,0.5085408801546321
250,0.5084554701757197
251,0.5084554701757197
252,0.5084389298577747
253,0.5085238560273767
254,0.5090765840334369
255,0.5089940213913939
256,0.507928292979922
257,0.5081691871763202
258,0.507827125136304
259,0.5081156152106582
260,0.5080748260437157
261,0.5090949506606121
262,0.5082223997011932
