id,ProbToYes
1,0.5338295102119446
2,0.5338295102119446
3,0.5338295102119446
4,0.5338295102119446
5,0.6695263385772705
6,0.6529408693313599
7,0.5633867383003235
8,0.5633867383003235
9,0.5633867383003235
10,0.5633867383003235
11,0.5633867383003235
12,0.5633867383003235
13,0.7867299318313599
14,0.5450936555862427
15,0.5450936555862427
16,0.33632686734199524
17,0.33632686734199524
18,0.33632686734199524
19,0.43812280893325806
20,0.7939395308494568
21,0.43812280893325806
22,0.43812280893325806
23,0.5962584018707275
24,0.43812280893325806
25,0.7650765776634216
26,0.43812280893325806
27,0.8781607151031494
28,0.1275404840707779
29,0.7650765776634216
30,0.8811794519424438
31,0.8811794519424438
32,0.8722288012504578
33,0.7984676957130432
34,0.6995308995246887
35,0.5716932415962219
36,0.5337417125701904
37,0.5337417125701904
38,0.8057687878608704
39,0.7368589043617249
40,0.8335149884223938
41,0.4197641909122467
42,0.4197641909122467
43,0.4204373061656952
44,0.5274583101272583
45,0.7658874988555908
46,0.6382061839103699
47,0.6586755514144897
48,0.5274583101272583
49,0.5565723180770874
50,0.5565723180770874
51,0.5565723180770874
52,0.5565723180770874
53,0.5565723180770874
54,0.7612370252609253
55,0.7612370252609253
56,0.5390439629554749
57,0.5205988883972168
58,0.6193564534187317
59,0.5436936020851135
60,0.35692068934440613
61,0.3708314597606659
62,0.3708314597606659
63,0.7632339596748352
64,0.7383572459220886
65,0.3576884865760803
66,0.28097158670425415
67,0.28097158670425415
68,0.5283445715904236
69,0.7975912094116211
70,0.2661895453929901
71,0.2661895453929901
72,0.2661895453929901
73,0.7415282726287842
74,0.7415282726287842
75,0.7415282726287842
76,0.7270833253860474
77,0.7270833253860474
78,0.43361571431159973
79,0.43361571431159973
80,0.41698527336120605
81,0.5670686960220337
82,0.5670686960220337
83,0.5670686960220337
84,0.3865055441856384
85,0.3865055441856384
86,0.6460483074188232
87,0.5682393908500671
88,0.6234810948371887
89,0.6234810948371887
90,0.6234810948371887
91,0.6234810948371887
92,0.6824051141738892
93,0.6824051141738892
94,0.8152053356170654
95,0.7202736139297485
96,0.7202736139297485
97,0.7202736139297485
98,0.7942167520523071
99,0.7411521673202515
100,0.46828582882881165
101,0.7745903134346008
102,0.7097716331481934
103,0.7798717617988586
104,0.8185745477676392
105,0.8185745477676392
106,0.8592224717140198
107,0.37858372926712036
108,0.39465951919555664
109,0.609506368637085
110,0.500960648059845
111,0.500960648059845
112,0.500960648059845
113,0.500960648059845
114,0.500960648059845
115,0.500960648059845
116,0.5034976005554199
117,0.4993470013141632
118,0.37963026762008667
119,0.2997606098651886
120,0.6855444312095642
121,0.6693658232688904
122,0.5695192217826843
123,0.5695192217826843
124,0.6911835670471191
125,0.5695192217826843
126,0.3211195170879364
127,0.5617233514785767
128,0.5366643667221069
129,0.5366643667221069
130,0.5531218647956848
131,0.6692215204238892
132,0.582752525806427
133,0.5742886662483215
134,0.8674966096878052
135,0.5604109168052673
136,0.6374216675758362
137,0.6374216675758362
138,0.6374216675758362
139,0.6374216675758362
140,0.6374216675758362
141,0.6374216675758362
142,0.7489423155784607
143,0.6374216675758362
144,0.7489423155784607
145,0.734763503074646
146,0.734763503074646
147,0.2936598062515259
148,0.6602032780647278
149,0.2936598062515259
150,0.7827417850494385
151,0.7772210836410522
152,0.7017301917076111
153,0.7017301917076111
154,0.5028378963470459
155,0.5028378963470459
156,0.7615054845809937
157,0.7615054845809937
158,0.7477973103523254
159,0.7047176361083984
160,0.744952380657196
161,0.6418737173080444
162,0.6418737173080444
163,0.6418737173080444
164,0.3601505756378174
165,0.3601505756378174
166,0.3601505756378174
167,0.5609747767448425
168,0.5775966048240662
169,0.5775966048240662
170,0.5536057949066162
171,0.5352410674095154
172,0.5352410674095154
173,0.6183891296386719
174,0.6611038446426392
175,0.7500435709953308
176,0.7679916024208069
177,0.6611038446426392
178,0.7679916024208069
179,0.2661895453929901
180,0.7679916024208069
181,0.7545360922813416
182,0.2661895453929901
183,0.5888704657554626
184,0.2661895453929901
185,0.2661895453929901
186,0.6391284465789795
187,0.2661895453929901
188,0.2661895453929901
189,0.5888704657554626
190,0.7471334934234619
191,0.7076377868652344
192,0.7076377868652344
193,0.7076377868652344
194,0.7076377868652344
195,0.7076377868652344
196,0.7076377868652344
197,0.7076377868652344
198,0.7076377868652344
199,0.7076377868652344
200,0.7076377868652344
201,0.692085325717926
202,0.594947874546051
203,0.5216763019561768
204,0.8104870915412903
205,0.7265644669532776
206,0.7265644669532776
207,0.420654296875
208,0.420654296875
209,0.420654296875
210,0.5262075662612915
211,0.6488895416259766
212,0.5814996361732483
213,0.5814996361732483
214,0.8206154704093933
215,0.8206154704093933
216,0.8206154704093933
217,0.7227534651756287
218,0.7227534651756287
219,0.8276994228363037
220,0.6772423386573792
221,0.6090757846832275
222,0.7810354232788086
223,0.3377400040626526
224,0.2255679816007614
225,0.2255679816007614
226,0.2255679816007614
227,0.2255679816007614
228,0.6943047642707825
229,0.6047307252883911
230,0.6201509237289429
231,0.5786583423614502
232,0.572860062122345
233,0.5191146731376648
234,0.5191146731376648
235,0.6750102639198303
236,0.6085330247879028
237,0.5624096989631653
238,0.24449284374713898
239,0.5624096989631653
240,0.5624096989631653
241,0.5449234843254089
242,0.5265070199966431
243,0.5265070199966431
244,0.7902275323867798
245,0.7902275323867798
246,0.7902275323867798
247,0.7902275323867798
248,0.7902275323867798
249,0.6822075247764587
250,0.6822075247764587
251,0.6334163546562195
252,0.6334163546562195
253,0.7456774711608887
254,0.7716323137283325
255,0.7716323137283325
256,0.6792234778404236
257,0.6364927887916565
258,0.4923510253429413
259,0.6364927887916565
260,0.6364927887916565
261,0.7325223088264465
262,0.6458572149276733
263,0.6458572149276733
264,0.6928028464317322
265,0.6288453936576843
266,0.6385664939880371
267,0.5566594004631042
268,0.5566594004631042
269,0.5566594004631042
270,0.647493839263916
271,0.647493839263916
272,0.647493839263916
273,0.5566594004631042
274,0.5391317009925842
275,0.5206869840621948
276,0.5206869840621948
277,0.6022801995277405
278,0.6978925466537476
279,0.400248259305954
280,0.400248259305954
281,0.400248259305954
282,0.5131350159645081
283,0.5330409407615662
284,0.5330409407615662
285,0.5328930616378784
286,0.5328930616378784
287,0.6962025165557861
288,0.6019303798675537
289,0.6119214296340942
290,0.8465591669082642
291,0.8465591669082642
292,0.8465591669082642
293,0.7965342402458191
294,0.4463554918766022
295,0.4463554918766022
296,0.5792340040206909
297,0.5792340040206909
298,0.6890618801116943
299,0.5610877275466919
300,0.6519708633422852
301,0.6724761724472046
302,0.73297518491745
303,0.29884400963783264
304,0.5527796745300293
305,0.40258681774139404
306,0.34541210532188416
307,0.34541210532188416
308,0.34541210532188416
309,0.41839590668678284
310,0.4004923701286316
311,0.3496795892715454
312,0.18414375185966492
313,0.19002829492092133
314,0.21176575124263763
315,0.4169064462184906
316,0.24495455622673035
317,0.1643197238445282
318,0.1643197238445282
319,0.1643197238445282
