845974102619906048	realDonaldTrump	Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp; Ocare!	2017-03-26 15:21:58	iphone
846166053663191040	realDonaldTrump	General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.	2017-03-27 04:04:42	iphone
835814988686233601	realDonaldTrump	The race for DNC Chairman was, of course, totally "rigged." Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!	2017-02-26 13:33:16	android
835817351178301440	realDonaldTrump	For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!	2017-02-26 13:42:39	android
835916511944523777	realDonaldTrump	Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!	2017-02-26 20:16:41	android
835946001873657858	realDonaldTrump	Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.	2017-02-26 22:13:52	android
820251730407473153	realDonaldTrump	Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......	2017-01-14 14:50:26	android
820255947956383744	realDonaldTrump	mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!	2017-01-14 15:07:12	android
820257714362314753	realDonaldTrump	INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS "A COMPLETE FRAUD!"  @OANN	2017-01-14 15:14:13	android
820425770925338624	realDonaldTrump	Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!	2017-01-15 02:22:01	android
820450166331346944	realDonaldTrump	Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!	2017-01-15 03:58:57	android
765623972234948608	realDonaldTrump	Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning! https://t.co/YqfaEvg8c3	2016-08-16 21:59:14	iphone
765629939811020802	realDonaldTrump	'It's just a 2-point race, Clinton 38%, Trump 36%' https://t.co/EzDzJ4EzIN	2016-08-16 22:22:57	iphone
765679267086684161	realDonaldTrump	This is my pledge to the American people: https://t.co/Jb21oyNfxt	2016-08-17 01:38:57	iphone
765688915932045313	realDonaldTrump	Just as we won the Cold War, in part, by exposing the evils of communism and the virtues of free markets.... Cont: https://t.co/SXp7efXEZU	2016-08-17 02:17:18	iphone
765726909925851136	realDonaldTrump	Will be on @SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. #MakeAmericaGreatAgain	2016-08-17 04:48:16	iphone
788342075582328832	realDonaldTrump	"@THEREALMOGUL: 41% of American voters believe the  election could be "stolen" from DonaldTrump due to widespread voter fraud. - Politico"	2016-10-18 14:32:52	android
788402585816276992	realDonaldTrump	I will Make Our Government Honest Again -- believe me. But first, I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb	2016-10-18 18:33:18	iphone
788402786970939392	realDonaldTrump	Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8	2016-10-18 18:34:06	iphone
674577809877147648	realDonaldTrump	The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!	2015-12-09 15:14:17	android
674578580681134080	realDonaldTrump	Hillary Clinton does not have the STRENGTH or STAMINA to be President. We need strong and super smart for our next leader - or trouble!	2015-12-09 15:17:21	android
674578805906931712	realDonaldTrump	"@ray_aub:  @nytimes @CNN People forget the policies of leaders like @JebBush allowed 9/11 killers to immigrate, drive, &amp; pilot planes"	2015-12-09 15:18:15	android
674579252956815360	realDonaldTrump	"@mysteriousLoser: @realDonaldTrump did you hear the mayor nutter of philadelphias comments towards you? Ignorance" Yes, he is a crude dope!	2015-12-09 15:20:01	android
674587800835092480	realDonaldTrump	I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany	2015-12-09 15:53:59	android
674610092344496128	realDonaldTrump	"Rupert Murdoch Defends Trump: 'Complete Refugee Pause' Makes Sense' " https://t.co/HWOLO4RVAC	2015-12-09 17:22:34	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>
719476340576100353	realDonaldTrump	I will be interviewed on @foxandfriends at 7:00 A.M. Enjoy!	2016-04-11 13:45:01	android
719484455556161538	realDonaldTrump	"@TimeHasCome1: @WayneDupreeShow @ThePatriot143 Trump needs to hold a massive protest rally in Colorado. He'd get 100k &amp; own the news cycle"	2016-04-11 14:17:16	android
719484822834581504	realDonaldTrump	"@WVTTS1017: @realDonaldTrump just listened to you on fox. I love you so much."  Thank you!	2016-04-11 14:18:43	android
719500540657459201	realDonaldTrump	"@AnnesLimo: @realDonaldTrump @WVTTS1017 Thanks for Rochester rally."  Great people, thank you!	2016-04-11 15:21:11	android
730342411835195393	realDonaldTrump	Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary, who is looking very bad against Crazy Bernie, will lose!	2016-05-11 13:22:54	android
730401662574182405	realDonaldTrump	Goofy Elizabeth Warren has been one of the least effective Senators in the entire U.S. Senate. She has done nothing!	2016-05-11 17:18:21	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>
745967990236143616	realDonaldTrump	Thank you to Donald Rumsfeld for the endorsement. Very much appreciated. Clinton's conduct has been "disqualifying."	2016-06-23 16:13:22	android
745969049943875585	realDonaldTrump	"Hillary Clinton may be the most corrupt person ever to seek the presidency."  --   Donald J. Trump	2016-06-23 16:17:35	android
745969778267926532	realDonaldTrump	ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama."  --  Donald J. Trump	2016-06-23 16:20:29	android
746026900502487040	realDonaldTrump	Hillary Lies to Benghazi Families #CrookedHillary  https://t.co/YWd5lk5skG	2016-06-23 20:07:28	iphone
790923701193768960	realDonaldTrump	As election looms, some bad news for Clinton, Democrats: https://t.co/7aWWVQPjTo	2016-10-25 17:31:19	iphone
790924363348541445	realDonaldTrump	#Obamacare premiums are about to SKYROCKET --- again. Crooked H will only make it worse. We will repeal &amp; replace! https://t.co/fY1REYV4rK	2016-10-25 17:33:57	iphone
790925502911578112	realDonaldTrump	#Obamacare premiums to jump 25% next year: https://t.co/TCdHEdPQDG  Follow us: @politico on Twitter | Politico on Facebook	2016-10-25 17:38:29	iphone
790925669937123328	realDonaldTrump	Key Obamacare premiums to jump 25% next year: https://t.co/TCdHEdPQDG	2016-10-25 17:39:09	iphone
790927104921767940	realDonaldTrump	Get out and vote! I am your voice and I will fight for you! We will make America great again! https://t.co/XXvLRlhSaz	2016-10-25 17:44:51	iphone
790936027871477764	realDonaldTrump	#ObamacareFail https://t.co/Mb0YW1rg6g	2016-10-25 18:20:18	iphone
790936360953716736	realDonaldTrump	#ObamacareFail https://t.co/5Zvsys8j5w	2016-10-25 18:21:37	iphone
790948782288596992	realDonaldTrump	#ObamacareFail https://t.co/90Aixp25Oc	2016-10-25 19:10:59	iphone
790951230906458113	realDonaldTrump	Obamacare is a disaster - as I've been saying from the beginning. Time to repeal &amp; replace!  #ObamacareFail https://t.co/5CvoMbVceT	2016-10-25 19:20:43	iphone
756798838900396032	realDonaldTrump	The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?	2016-07-23 13:31:18	android
756799923648102400	realDonaldTrump	Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!	2016-07-23 13:35:37	android
756801575193042944	realDonaldTrump	Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!	2016-07-23 13:42:10	android
